OrderID,MemberID,StoreID,CampaignID,OrderDate,SubTotal,Total
R00515,M00002,S00020,C00054,15/04/2023,55,55.82
R00516,M00251,S00006,,19/07/2023,160,161.6
R00517,M00147,S00014,,02/06/2023,55,55.55
R00518,M00229,S00014,,29/10/2023,25,25.37
R00519,M00171,S00018,C00047,23/05/2023,110,111.65
R00520,M00004,S00012,C00021,20/05/2023,105,107.1
R00521,M00127,S00011,C00029,01/04/2023,55,55.55
R00522,M00070,S00005,C00013,27/05/2023,200,203
R00523,M00064,S00003,C00011,24/02/2023,135,137.7
R00524,M00092,S00010,C00051,24/05/2023,115,116.15
R00525,M00157,S00011,C00007,27/03/2023,90,91.8
R00526,M00163,S00008,,28/05/2023,105,106.57
R00527,M00025,S00014,C00039,25/03/2023,165,166.65
R00528,M00072,S00014,,18/03/2023,145,147.9
R00529,M00019,S00002,,23/09/2023,135,137.02
R00530,M00207,S00015,C00046,23/04/2023,165,166.65
R00531,M00187,S00015,,13/09/2023,235,238.52
R00532,M00264,S00005,C00012,27/03/2023,255,260.1
R00533,M00067,S00011,C00007,23/04/2023,170,171.7
R00534,M00186,S00007,C00003,09/03/2023,155,156.55
R00535,M00277,S00011,C00007,18/04/2023,160,161.6
R00536,M00116,S00017,C00016,18/04/2023,90,90.9
R00537,M00149,S00007,,22/08/2023,100,102
R00538,M00261,S00003,,02/04/2023,110,112.2
R00539,M00289,S00018,C00048,16/06/2023,35,35.7
R00540,M00263,S00010,C00033,22/05/2023,180,183.6
R00541,M00005,S00012,C00021,02/05/2023,80,81.2
R00542,M00202,S00011,C00019,16/03/2023,105,106.05
R00543,M00009,S00019,,11/09/2023,115,116.72
R00544,M00221,S00006,,28/08/2023,160,163.2
R00545,M00236,S00005,,26/04/2023,35,35.7
R00546,M00295,S00009,C00052,25/04/2023,85,86.28
R00547,M00044,S00020,,06/05/2023,125,126.87
R00548,M00258,S00002,,13/05/2023,100,101.5
R00549,M00221,S00020,C00054,11/04/2023,60,60.9
R00550,M00136,S00018,C00027,16/06/2023,210,212.1
R00551,M00201,S00014,C00037,28/03/2023,55,56.1
R00552,M00160,S00004,,20/02/2023,110,111.1
R00553,M00095,S00004,,21/02/2023,155,158.1
R00554,M00218,S00002,,26/03/2023,90,91.35
R00555,M00018,S00013,,08/03/2023,135,137.7
R00556,M00075,S00019,,04/09/2023,25,25.5
R00557,M00235,S00018,,09/02/2023,190,193.8
R00558,M00133,S00015,,21/06/2023,180,182.7
R00559,M00276,S00018,,15/08/2023,100,101
R00560,M00130,S00011,C00015,27/03/2023,25,25.37
R00561,M00198,S00013,,28/10/2023,25,25.25
R00562,M00242,S00018,,02/08/2023,210,213.15
R00563,M00194,S00002,C00028,25/04/2023,155,157.32
R00564,M00073,S00017,C00016,13/04/2023,145,147.9
R00565,M00050,S00008,,15/06/2023,55,56.1
R00566,M00240,S00012,C00002,27/05/2023,70,71.05
R00567,M00273,S00017,,07/05/2023,25,25.5
R00568,M00096,S00009,,30/08/2023,80,80.8
R00569,M00230,S00020,C00032,28/02/2023,100,102
R00570,M00030,S00007,,05/06/2023,110,111.1
R00571,M00232,S00015,,05/07/2023,70,71.4
R00572,M00022,S00004,C00031,09/05/2023,60,60.6
R00573,M00054,S00014,C00004,11/03/2023,255,257.55
R00574,M00029,S00008,,09/06/2023,155,157.32
R00575,M00283,S00011,,09/09/2023,180,181.8
R00576,M00038,S00014,C00039,02/04/2023,90,91.35
R00577,M00026,S00005,C00013,29/05/2023,110,111.65
R00578,M00002,S00009,,25/06/2023,55,55.82
R00579,M00247,S00001,,29/01/2023,145,147.17
R00580,M00058,S00005,,12/05/2023,70,71.4
R00581,M00213,S00014,,23/03/2023,165,166.65
R00582,M00168,S00009,,27/11/2023,300,303
R00583,M00004,S00017,,18/10/2023,100,102
R00584,M00171,S00011,C00007,26/04/2023,25,25.25
R00585,M00208,S00020,,21/09/2023,200,202
R00586,M00159,S00008,,25/02/2023,100,102
R00587,M00260,S00006,,27/06/2023,90,91.8
R00588,M00077,S00006,,10/09/2023,165,167.48
R00589,M00201,S00009,,07/05/2023,55,55.82
R00590,M00100,S00002,,30/09/2023,110,111.1
R00591,M00163,S00009,,21/06/2023,165,167.48
R00592,M00028,S00018,,07/07/2023,80,81.2
R00593,M00020,S00010,,20/10/2023,100,102
R00594,M00224,S00011,C00029,17/04/2023,60,60.9
R00595,M00097,S00009,C00042,17/06/2023,25,25.5
R00596,M00067,S00003,C00043,23/03/2023,25,25.37
R00597,M00163,S00002,,04/06/2023,180,181.8
R00598,M00140,S00006,C00008,31/03/2023,55,56.1
R00599,M00271,S00017,,08/03/2023,125,127.5
R00600,M00281,S00002,,21/08/2023,90,90.9
R00601,M00120,S00003,C00011,10/03/2023,80,81.2
R00602,M00165,S00007,,09/07/2023,35,35.35
R00603,M00233,S00018,,22/02/2023,200,202
R00604,M00112,S00006,,12/11/2023,155,156.55
R00605,M00074,S00002,,14/08/2023,80,81.6
R00606,M00181,S00011,,19/05/2023,145,147.9
R00607,M00183,S00010,,29/01/2023,80,80.8
R00608,M00019,S00014,C00037,16/05/2023,60,60.9
R00609,M00032,S00005,,05/11/2023,55,55.55
R00610,M00073,S00016,C00036,15/05/2023,115,116.15
R00611,M00222,S00014,,02/06/2023,90,90.9
R00612,M00024,S00014,,03/05/2023,210,214.2
R00613,M00009,S00011,,12/09/2023,35,35.35
R00614,M00050,S00003,,13/05/2023,200,202
R00615,M00139,S00014,C00037,30/03/2023,35,35.7
R00616,M00102,S00009,C00052,09/05/2023,135,137.02
R00617,M00034,S00004,,09/06/2023,55,55.55
R00618,M00287,S00009,,22/03/2023,55,55.55
R00619,M00221,S00014,,10/08/2023,55,55.55
R00620,M00101,S00007,C00049,26/05/2023,80,81.2
R00621,M00019,S00003,,09/10/2023,115,117.3
R00622,M00240,S00009,,12/06/2023,160,162.4
R00623,M00244,S00015,,04/11/2023,60,60.9
R00624,M00201,S00005,C00012,23/04/2023,115,117.3
R00625,M00088,S00002,,28/11/2023,55,56.1
R00626,M00276,S00018,,31/07/2023,110,112.2
R00627,M00193,S00012,,28/11/2023,155,157.32
R00628,M00029,S00019,,10/07/2023,25,25.37
R00629,M00269,S00005,,08/10/2023,165,168.3
R00630,M00021,S00007,,10/12/2023,115,116.15
R00631,M00086,S00019,,09/09/2023,70,70.7
R00632,M00046,S00001,,06/06/2023,145,147.17
R00633,M00006,S00018,C00047,19/04/2023,90,90.9
R00634,M00154,S00004,,06/05/2023,135,137.7
R00635,M00126,S00002,,02/12/2023,35,35.52
R00636,M00054,S00002,,29/10/2023,155,156.55
R00637,M00118,S00014,,02/07/2023,75,76.12
R00638,M00111,S00018,,18/03/2023,110,112.2
R00639,M00053,S00014,,01/11/2023,55,56.1
R00640,M00120,S00007,C00049,07/05/2023,35,35.52
R00641,M00248,S00007,,23/03/2023,80,80.8
R00642,M00258,S00005,,12/06/2023,105,107.1
R00643,M00024,S00001,,19/05/2023,70,71.4
R00644,M00100,S00017,C00020,27/03/2023,125,126.87
R00645,M00132,S00020,C00044,09/03/2023,135,136.35
R00646,M00190,S00014,,28/06/2023,55,55.55
R00647,M00021,S00012,C00002,03/06/2023,160,162.4
R00648,M00295,S00019,,24/07/2023,60,61.2
R00649,M00160,S00002,,10/02/2023,70,71.05
R00650,M00294,S00003,,18/09/2023,55,55.82
R00651,M00003,S00014,,14/02/2023,190,193.8
R00652,M00148,S00005,C00013,04/06/2023,50,50.75
R00653,M00205,S00006,,17/07/2023,160,161.6
R00654,M00052,S00005,,16/05/2023,100,101
R00655,M00033,S00001,,04/10/2023,115,117.3
R00656,M00227,S00001,,19/04/2023,60,61.2
R00657,M00056,S00011,C00019,01/04/2023,110,111.65
R00658,M00219,S00015,,19/03/2023,125,126.25
R00659,M00024,S00003,C00043,26/02/2023,55,56.1
R00660,M00212,S00007,,19/10/2023,180,181.8
R00661,M00210,S00018,C00047,17/04/2023,125,127.5
R00662,M00252,S00018,,12/01/2023,155,156.55
R00663,M00064,S00012,,19/09/2023,25,25.37
R00664,M00221,S00003,,14/09/2023,135,137.7
R00665,M00049,S00011,C00007,18/03/2023,160,161.6
R00666,M00071,S00006,,29/11/2023,100,101
R00667,M00216,S00009,,20/02/2023,55,56.1
R00668,M00107,S00011,C00019,08/04/2023,55,56.1
R00669,M00136,S00011,C00015,18/04/2023,190,193.8
R00670,M00040,S00017,C00045,10/05/2023,105,106.05
R00671,M00182,S00007,,29/07/2023,110,111.1
R00672,M00223,S00014,C00025,26/03/2023,35,35.7
R00673,M00238,S00011,C00030,13/06/2023,55,55.82
R00674,M00212,S00014,C00025,04/03/2023,75,75.75
R00675,M00007,S00013,,12/09/2023,155,156.55
R00676,M00260,S00010,,30/07/2023,135,136.35
R00677,M00163,S00012,,07/06/2023,125,127.5
R00678,M00195,S00005,,07/05/2023,110,111.1
R00679,M00040,S00006,,13/08/2023,125,127.5
R00680,M00179,S00011,C00015,01/05/2023,165,166.65
R00681,M00112,S00011,C00030,23/05/2023,25,25.25
R00682,M00049,S00013,C00038,09/03/2023,190,193.8
R00683,M00083,S00019,,02/11/2023,100,101
R00684,M00140,S00008,,15/07/2023,55,56.1
R00685,M00253,S00014,,13/10/2023,115,116.15
R00686,M00006,S00012,C00021,23/05/2023,155,158.1
R00687,M00053,S00007,,07/11/2023,135,137.02
R00688,M00046,S00007,C00049,07/06/2023,115,116.15
R00689,M00218,S00013,,09/04/2023,100,101.5
R00690,M00135,S00008,,26/02/2023,35,35.35
R00691,M00251,S00004,,19/08/2023,55,55.55
R00692,M00143,S00002,C00028,09/05/2023,70,71.4
R00693,M00185,S00004,,21/03/2023,125,126.87
R00694,M00184,S00001,,17/10/2023,55,55.82
R00695,M00205,S00013,,07/06/2023,165,168.3
R00696,M00235,S00009,,15/02/2023,25,25.5
R00697,M00133,S00020,C00032,04/04/2023,25,25.5
R00698,M00091,S00015,,23/03/2023,180,181.8
R00699,M00264,S00020,,16/03/2023,125,127.5
R00700,M00025,S00009,,15/05/2023,125,126.87
R00701,M00158,S00014,,27/11/2023,135,136.35
R00702,M00297,S00005,,09/08/2023,165,166.65
R00703,M00199,S00020,C00054,08/03/2023,155,156.55
R00704,M00015,S00004,,14/06/2023,50,50.5
R00705,M00056,S00018,,18/02/2023,255,257.55
R00706,M00180,S00002,,02/08/2023,110,111.65
R00707,M00253,S00018,,08/10/2023,115,117.3
R00708,M00061,S00011,C00015,04/05/2023,35,35.7
R00709,M00240,S00020,C00026,17/03/2023,115,117.3
R00710,M00078,S00010,C00005,17/04/2023,155,158.1
R00711,M00065,S00020,,28/04/2023,95,96.9
R00712,M00233,S00009,,07/02/2023,55,55.82
R00713,M00268,S00003,,26/09/2023,125,126.87
R00714,M00134,S00012,,31/03/2023,155,156.55
R00715,M00121,S00003,,08/07/2023,110,112.2
R00716,M00066,S00002,,20/05/2023,100,101.5
R00717,M00287,S00012,C00053,03/07/2023,200,204
R00718,M00091,S00019,C00040,19/03/2023,135,137.02
R00719,M00145,S00019,,22/05/2023,180,181.8
R00720,M00299,S00017,C00017,12/04/2023,190,191.9
R00721,M00032,S00009,C00052,28/03/2023,115,117.3
R00722,M00178,S00006,,21/10/2023,155,157.32
R00723,M00151,S00014,C00022,19/03/2023,190,192.85
R00724,M00169,S00020,,11/02/2023,55,56.1
R00725,M00085,S00008,,16/05/2023,180,181.8
R00726,M00024,S00001,,24/05/2023,145,146.45
R00727,M00243,S00016,,24/12/2023,55,55.82
R00728,M00161,S00014,C00037,27/03/2023,55,55.55
R00729,M00198,S00016,,16/11/2023,100,101
R00730,M00095,S00008,C00009,06/06/2023,180,183.6
R00731,M00257,S00007,,26/10/2023,70,71.4
R00732,M00286,S00011,C00034,19/04/2023,55,55.82
R00733,M00268,S00011,C00030,20/06/2023,115,116.15
R00734,M00088,S00006,C00008,03/03/2023,35,35.35
R00735,M00227,S00014,,04/06/2023,80,81.2
R00736,M00263,S00010,C00005,12/03/2023,190,192.85
R00737,M00157,S00003,,14/10/2023,25,25.25
R00738,M00286,S00015,,04/07/2023,155,156.55
R00739,M00167,S00013,,18/07/2023,150,151.5
R00740,M00280,S00003,C00043,09/03/2023,210,213.15
R00741,M00235,S00017,C00045,18/04/2023,210,214.2
R00742,M00295,S00015,,02/06/2023,60,60.9
R00743,M00119,S00014,,08/10/2023,200,203
R00744,M00094,S00016,,31/05/2023,55,55.55
R00745,M00122,S00002,C00028,27/04/2023,55,55.55
R00746,M00004,S00017,,26/09/2023,145,146.45
R00747,M00110,S00013,C00038,25/02/2023,60,61.2
R00748,M00042,S00018,C00048,13/06/2023,110,111.1
R00749,M00166,S00011,C00030,16/05/2023,105,106.57
R00750,M00081,S00009,,05/04/2023,35,35.7
R00751,M00154,S00018,,02/04/2023,60,60.6
R00752,M00170,S00014,C00006,03/06/2023,165,166.65
R00753,M00065,S00007,,29/04/2023,225,229.5
R00754,M00112,S00019,C00040,28/02/2023,25,25.25
R00755,M00012,S00014,C00022,02/04/2023,55,55.55
R00756,M00072,S00007,,08/03/2023,55,55.55
R00757,M00072,S00011,C00015,07/04/2023,80,81.6
R00758,M00054,S00002,,06/12/2023,150,151.5
R00759,M00086,S00008,,03/10/2023,55,55.82
R00760,M00031,S00015,,31/05/2023,255,258.82
R00761,M00217,S00017,C00014,02/04/2023,55,55.55
R00762,M00035,S00005,C00013,25/05/2023,190,191.9
R00763,M00181,S00011,C00030,10/06/2023,25,25.5
R00764,M00125,S00010,,25/02/2023,55,55.55
R00765,M00079,S00004,,18/09/2023,160,162.4
R00766,M00207,S00009,,19/05/2023,110,112.2
R00767,M00265,S00004,C00018,12/04/2023,110,112.2
R00768,M00173,S00012,,17/10/2023,125,126.87
R00769,M00236,S00011,C00015,06/04/2023,165,166.65
R00770,M00159,S00009,,08/03/2023,110,111.1
R00771,M00052,S00019,,02/05/2023,125,126.87
R00772,M00237,S00020,C00054,29/04/2023,160,163.2
R00773,M00141,S00019,C00040,11/03/2023,100,102
R00774,M00097,S00015,,07/09/2023,135,136.35
R00775,M00149,S00011,C00019,07/03/2023,155,157.32
R00776,M00193,S00011,C00023,02/05/2023,100,101.5
R00777,M00178,S00014,C00037,17/05/2023,235,237.35
R00778,M00234,S00006,,09/07/2023,180,181.8
R00779,M00125,S00011,C00015,18/05/2023,55,55.55
R00780,M00230,S00002,C00024,17/04/2023,60,61.2
R00781,M00082,S00011,C00007,25/03/2023,180,183.6
R00782,M00030,S00011,C00034,19/05/2023,200,203
R00783,M00057,S00006,,10/06/2023,55,56.1
R00784,M00058,S00003,,09/05/2023,110,112.2
R00785,M00113,S00011,,06/08/2023,190,192.85
R00786,M00022,S00001,,09/08/2023,55,55.55
R00787,M00154,S00020,,22/03/2023,25,25.25
R00788,M00177,S00018,,28/07/2023,55,55.82
R00789,M00137,S00018,,15/10/2023,145,147.9
R00790,M00223,S00016,,16/07/2023,225,227.25
R00791,M00260,S00008,,15/07/2023,155,158.1
R00792,M00221,S00008,,30/08/2023,100,101.5
R00793,M00267,S00002,C00028,10/05/2023,25,25.5
R00794,M00093,S00020,C00054,23/03/2023,125,126.25
R00795,M00074,S00019,,22/09/2023,200,203
R00796,M00118,S00002,,19/06/2023,25,25.25
R00797,M00216,S00016,C00036,22/04/2023,115,117.3
R00798,M00012,S00018,C00048,26/06/2023,55,55.82
R00799,M00095,S00019,C00040,07/04/2023,180,181.8
R00800,M00162,S00004,,29/10/2023,90,91.35
R00801,M00030,S00002,,05/06/2023,115,117.3
R00802,M00007,S00015,,18/10/2023,180,183.6
R00803,M00246,S00020,,29/09/2023,155,156.55
R00804,M00161,S00001,,30/09/2023,110,111.65
R00805,M00203,S00002,,30/07/2023,210,213.15
R00806,M00150,S00020,C00026,21/02/2023,110,111.65
R00807,M00130,S00013,,15/02/2023,90,91.8
R00808,M00300,S00020,C00054,23/03/2023,100,101.5
R00809,M00172,S00003,,05/02/2023,165,166.65
R00810,M00203,S00008,,09/07/2023,35,35.52
R00811,M00276,S00009,,08/08/2023,100,101
R00812,M00164,S00012,C00002,11/06/2023,55,55.82
R00813,M00157,S00013,,05/11/2023,25,25.25
R00814,M00279,S00008,,29/09/2023,35,35.7
R00815,M00058,S00018,,23/05/2023,90,90.9
R00816,M00101,S00002,C00024,28/04/2023,110,111.1
R00817,M00123,S00008,,11/07/2023,190,192.85
R00818,M00051,S00009,,24/06/2023,210,212.1
R00819,M00272,S00010,,23/02/2023,135,137.02
R00820,M00036,S00018,,21/08/2023,255,258.82
R00821,M00241,S00012,,07/08/2023,110,111.65
R00822,M00206,S00013,C00038,11/02/2023,25,25.5
R00823,M00142,S00020,C00026,15/03/2023,90,91.8
R00824,M00025,S00015,C00046,11/04/2023,55,55.55
R00825,M00212,S00010,C00005,07/04/2023,100,102
R00826,M00300,S00012,C00002,15/06/2023,50,50.5
R00827,M00219,S00015,,12/04/2023,55,55.82
R00828,M00207,S00015,C00035,04/05/2023,110,111.1
R00829,M00011,S00020,,02/11/2023,125,126.25
R00830,M00030,S00015,,18/05/2023,55,55.82
R00831,M00170,S00005,,04/03/2023,25,25.25
R00832,M00123,S00012,,10/08/2023,180,183.6
R00833,M00120,S00001,,31/10/2023,80,81.2
R00834,M00293,S00008,,24/06/2023,25,25.25
R00835,M00153,S00003,C00043,10/04/2023,35,35.7
R00836,M00142,S00016,C00036,13/05/2023,35,35.35
R00837,M00151,S00015,,27/10/2023,115,116.72
R00838,M00134,S00008,,09/04/2023,55,55.55
R00839,M00145,S00019,C00040,25/02/2023,90,90.9
R00840,M00090,S00020,,01/08/2023,25,25.5
R00841,M00213,S00015,,19/03/2023,100,101
R00842,M00025,S00005,,19/06/2023,125,126.87
R00843,M00060,S00005,,19/09/2023,135,137.7
R00844,M00130,S00013,,24/01/2023,155,156.55
R00845,M00269,S00019,,23/09/2023,80,80.8
R00846,M00102,S00010,C00033,28/05/2023,115,117.3
R00847,M00049,S00016,C00036,11/05/2023,180,182.7
R00848,M00120,S00008,C00009,14/05/2023,110,111.65
R00849,M00169,S00018,,28/02/2023,110,111.1
R00850,M00283,S00014,,18/08/2023,80,81.6
R00851,M00086,S00014,,10/09/2023,125,126.87
R00852,M00063,S00012,,11/08/2023,50,50.5
R00853,M00230,S00014,C00025,17/02/2023,135,136.35
R00854,M00217,S00004,,19/08/2023,210,213.15
R00855,M00276,S00009,C00052,21/04/2023,80,81.6
R00856,M00192,S00002,C00055,16/05/2023,190,193.8
R00857,M00276,S00012,C00002,28/04/2023,180,183.6
R00858,M00035,S00007,,16/11/2023,190,191.9
R00859,M00026,S00019,,10/07/2023,55,55.55
R00860,M00201,S00007,,12/04/2023,55,55.82
R00861,M00263,S00002,C00024,13/05/2023,80,81.2
R00862,M00264,S00014,,25/03/2023,190,191.9
R00863,M00054,S00002,C00024,17/05/2023,110,112.2
R00864,M00010,S00020,,01/06/2023,25,25.5
R00865,M00084,S00002,,03/03/2023,55,55.55
R00866,M00093,S00012,C00002,08/06/2023,180,183.6
R00867,M00239,S00004,,01/04/2023,255,260.1
R00868,M00154,S00007,C00049,21/06/2023,100,101.5
R00869,M00284,S00008,,02/04/2023,110,111.65
R00870,M00135,S00018,C00001,24/03/2023,110,111.1
R00871,M00179,S00014,C00022,15/04/2023,100,101.5
R00872,M00074,S00012,,18/08/2023,110,111.1
R00873,M00204,S00014,C00004,03/03/2023,25,25.25
R00874,M00133,S00012,,07/06/2023,60,61.2
R00875,M00171,S00014,,08/10/2023,85,85.85
R00876,M00236,S00018,C00048,06/06/2023,190,191.9
R00877,M00045,S00006,,17/10/2023,35,35.7
R00878,M00286,S00016,C00010,02/04/2023,55,55.55
R00879,M00213,S00003,,11/03/2023,145,147.17
R00880,M00002,S00013,C00038,20/03/2023,90,91.8
R00881,M00010,S00003,,28/06/2023,90,91.35
R00882,M00029,S00012,C00021,29/04/2023,125,126.87
R00883,M00222,S00018,C00047,27/05/2023,190,192.85
R00884,M00185,S00008,,19/02/2023,100,102
R00885,M00274,S00001,,22/06/2023,25,25.37
R00886,M00078,S00014,,24/01/2023,110,111.65
R00887,M00063,S00020,C00032,05/04/2023,50,51
R00888,M00235,S00020,C00026,15/03/2023,100,101
R00889,M00162,S00008,,27/09/2023,35,35.52
R00890,M00268,S00009,C00042,26/05/2023,115,116.72
R00891,M00007,S00014,C00037,20/05/2023,170,173.4
R00892,M00195,S00015,,20/05/2023,90,91.35
R00893,M00225,S00015,,19/06/2023,35,35.52
R00894,M00199,S00007,,20/04/2023,170,173.4
R00895,M00109,S00002,C00024,15/05/2023,125,126.87
R00896,M00207,S00014,,04/07/2023,110,112.2
R00897,M00086,S00015,C00046,07/03/2023,55,55.55
R00898,M00279,S00008,,21/10/2023,255,257.55
R00899,M00251,S00018,C00048,28/05/2023,105,107.1
R00900,M00092,S00005,,03/03/2023,190,191.9
R00901,M00177,S00006,C00008,22/02/2023,190,191.9
R00902,M00277,S00016,C00036,19/05/2023,55,55.55
R00903,M00275,S00012,,12/05/2023,125,126.25
R00904,M00287,S00019,,26/03/2023,55,56.1
R00905,M00172,S00008,,06/03/2023,115,116.72
R00906,M00008,S00011,C00034,10/05/2023,90,90.9
R00907,M00205,S00017,,18/06/2023,55,55.55
R00908,M00056,S00014,C00004,05/03/2023,25,25.37
R00909,M00201,S00002,,03/05/2023,115,116.15
R00910,M00020,S00009,,08/10/2023,55,55.82
R00911,M00136,S00014,C00006,01/07/2023,70,70.7
R00912,M00239,S00015,,05/04/2023,155,156.55
R00913,M00040,S00019,,02/08/2023,55,56.1
R00914,M00274,S00011,,07/06/2023,80,81.6
R00915,M00231,S00013,,24/04/2023,125,126.87
R00916,M00148,S00009,,01/04/2023,135,137.7
R00917,M00250,S00003,,16/03/2023,80,81.2
R00918,M00096,S00007,,08/08/2023,70,70.7
R00919,M00228,S00017,,09/10/2023,55,55.55
R00920,M00118,S00010,,23/05/2023,125,126.25
R00921,M00165,S00019,,02/07/2023,125,126.25
R00922,M00023,S00011,,23/04/2023,125,126.87
R00923,M00267,S00001,,22/05/2023,55,56.1
R00924,M00021,S00014,C00006,20/05/2023,145,147.9
R00925,M00182,S00012,,05/08/2023,125,127.5
R00926,M00274,S00018,C00027,22/06/2023,180,182.7
R00927,M00192,S00006,,17/06/2023,255,257.55
R00928,M00188,S00019,C00040,20/03/2023,55,56.1
R00929,M00009,S00014,C00004,03/03/2023,170,171.7
R00930,M00107,S00003,C00011,16/03/2023,60,60.9
R00931,M00124,S00007,,27/10/2023,180,182.7
R00932,M00258,S00015,,18/05/2023,125,126.87
R00933,M00203,S00016,C00010,26/03/2023,155,158.1
R00934,M00040,S00004,C00018,04/05/2023,55,56.1
R00935,M00182,S00011,C00019,18/04/2023,25,25.25
R00936,M00182,S00009,,19/07/2023,115,117.3
R00937,M00207,S00019,,20/06/2023,190,193.8
R00938,M00101,S00010,,06/04/2023,80,80.8
R00939,M00107,S00001,,14/02/2023,35,35.52
R00940,M00205,S00005,,15/06/2023,180,182.7
R00941,M00116,S00011,C00023,21/04/2023,200,204
R00942,M00035,S00011,,03/11/2023,90,90.9
R00943,M00021,S00014,,18/11/2023,25,25.37
R00944,M00261,S00006,C00008,15/02/2023,110,112.2
R00945,M00178,S00019,,02/09/2023,210,212.1
R00946,M00026,S00007,,28/06/2023,110,112.2
R00947,M00163,S00005,,06/06/2023,25,25.5
R00948,M00167,S00019,,14/07/2023,135,137.7
R00949,M00014,S00012,C00002,10/06/2023,35,35.7
R00950,M00266,S00008,C00009,29/05/2023,210,214.2
R00951,M00083,S00013,,14/11/2023,90,91.35
R00952,M00279,S00018,C00047,03/06/2023,55,55.55
R00953,M00178,S00002,,07/10/2023,25,25.5
R00954,M00300,S00018,C00048,24/06/2023,200,204
R00955,M00237,S00016,C00010,29/04/2023,155,156.55
R00956,M00217,S00009,C00042,22/06/2023,125,126.87
R00957,M00043,S00002,C00028,09/05/2023,25,25.37
R00958,M00222,S00019,,17/07/2023,55,56.1
R00959,M00121,S00009,,17/07/2023,90,91.8
R00960,M00296,S00004,,02/05/2023,100,102
R00961,M00060,S00020,C00032,02/03/2023,55,55.82
R00962,M00274,S00020,,27/05/2023,100,101
R00963,M00164,S00018,,08/11/2023,80,81.2
R00964,M00134,S00011,C00015,22/04/2023,95,96.9
R00965,M00042,S00014,,01/02/2023,55,55.82
R00966,M00124,S00011,C00007,24/04/2023,55,55.55
R00967,M00248,S00004,,25/03/2023,90,91.35
R00968,M00293,S00006,C00008,07/04/2023,50,50.5
R00969,M00106,S00002,,17/09/2023,155,158.1
R00970,M00113,S00011,C00029,05/03/2023,170,173.4
R00971,M00288,S00016,,25/09/2023,55,55.55
R00972,M00244,S00009,,26/11/2023,135,137.7
R00973,M00172,S00016,C00010,27/03/2023,200,204
R00974,M00039,S00001,,10/09/2023,70,71.4
R00975,M00251,S00005,,27/07/2023,60,60.6
R00976,M00142,S00007,C00003,16/04/2023,55,56.1
R00977,M00237,S00014,,20/07/2023,55,55.55
R00978,M00261,S00008,,16/04/2023,135,137.02
R00979,M00209,S00017,,19/05/2023,55,55.82
R00980,M00092,S00012,C00002,30/04/2023,210,213.15
R00981,M00064,S00004,,27/08/2023,180,183.6
R00982,M00256,S00012,C00021,08/06/2023,60,61.2
R00983,M00218,S00007,,17/04/2023,55,55.82
R00984,M00051,S00007,,12/06/2023,55,56.1
R00985,M00145,S00011,C00030,25/05/2023,135,136.35
R00986,M00021,S00018,,26/10/2023,60,60.9
R00987,M00020,S00019,,29/09/2023,90,91.8
R00988,M00118,S00002,,23/05/2023,35,35.52
R00989,M00114,S00002,,15/04/2023,115,116.72
R00990,M00284,S00011,C00034,22/04/2023,100,101.5
R00991,M00075,S00014,C00025,03/04/2023,165,167.48
R00992,M00107,S00011,,16/02/2023,190,193.8
R00993,M00247,S00020,,23/03/2023,110,112.2
R00994,M00158,S00014,,30/10/2023,55,55.55
R00995,M00066,S00019,C00040,20/04/2023,110,112.2
R00996,M00253,S00017,C00016,20/04/2023,165,168.3
R00997,M00129,S00014,C00039,24/04/2023,90,91.8
R00998,M00114,S00003,C00050,08/04/2023,35,35.52
R00999,M00115,S00011,,10/11/2023,190,193.8
R01000,M00225,S00001,,13/07/2023,60,60.6
